201, 20
401, 50
601, 150
801, 270
1001, 470
1201, 660
1401, 830
1601, 770
1801, 940
2001, 1090
2201, 1470
2401, 1030
2601, 1590
2801, 1510
3001, 1860
3201, 1730
3401, 2310
3601, 2140
3801, 2090
4001, 1950
4201, 2320
4401, 2410
4601, 2490
4801, 3240
5001, 2980
5201, 3324
5401, 3660
5601, 4110
5801, 3780
6001, 3684
6201, 4160
6401, 3930
6601, 4700
6801, 4770
7001, 4280
7201, 4701
7401, 5020
7601, 5640
7801, 5303
8001, 5160
8201, 5350
8401, 4580
8601, 6180
8801, 7720
9001, 6780
9201, 5572
9401, 6520
9601, 5810
9801, 6042
10001, 6420
