10001, 0
10001, 40
10001, 80
10001, 110
10001, 170
10001, 150
10001, 200
10001, 240
10001, 260
10001, 300
10001, 330
10001, 390
10001, 390
10001, 480
10001, 450
10001, 440
10001, 520
10001, 640
10001, 530
10001, 610
10001, 640
10001, 820
10001, 780
10001, 670
10001, 700
10001, 930
10001, 910
10001, 790
10001, 960
10001, 840
10001, 960
10001, 1070
10001, 930
10001, 960
10001, 1100
10001, 1190
10001, 1150
10001, 1280
10001, 1401
10001, 1350
10001, 1170
10001, 1300
10001, 1120
10001, 1250
10001, 2370
10001, 1310
10001, 1346
10001, 1470
10001, 1490
10001, 2710
10001, 1600
10001, 1720
10001, 2200
10001, 1540
10001, 2000
10001, 1750
10001, 1770
10001, 1810
10001, 1850
10001, 1870
10001, 1750
10001, 1900
10001, 1610
10001, 1802
10001, 3690
10001, 2190
10001, 2060
10001, 1910
10001, 1950
10001, 2150
10001, 3350
10001, 2780
10001, 2240
10001, 2341
10001, 2120
10001, 2730
10001, 2370
10001, 2400
10001, 3600
10001, 4860
10001, 2704
10001, 2750
10001, 2560
10001, 2600
10001, 2260
10001, 3110
10001, 2470
10001, 2500
10001, 2990
10001, 2790
10001, 3060
10001, 4690
10001, 3700
10001, 4300
10001, 4290
10001, 4711
10001, 3260
10001, 4230
10001, 4430
10001, 3120
10001, 3150
10001, 4300
10001, 4900
10001, 3780
10001, 3000
10001, 3310
10001, 3680
10001, 3381
10001, 3690
10001, 4590
10001, 2890
10001, 4046
10001, 4355
10001, 4266
10001, 5024
10001, 3940
10001, 3420
10001, 3760
10001, 3800
10001, 6121
10001, 3491
10001, 3830
10001, 4271
10001, 3970
10001, 4000
10001, 4690
10001, 4220
10001, 3370
10001, 4140
10001, 3830
10001, 4810
10001, 5110
10001, 4191
10001, 4930
10001, 5810
10001, 5670
10001, 3970
10001, 5400
10001, 5001
10001, 4890
10001, 4858
10001, 5120
10001, 4220
10001, 6190
10001, 5480
10001, 4882
10001, 5810
10001, 6150
10001, 4710
10001, 5370
10001, 4860
10001, 5990
10001, 4150
10001, 5420
10001, 6070
10001, 5950
10001, 5922
10001, 5930
10001, 5560
10001, 5220
10001, 6270
10001, 6130
10001, 6290
10001, 6121
10001, 4930
10001, 6130
10001, 5410
10001, 5491
10001, 6216
10001, 7445
10001, 5233
10001, 5170
10001, 6200
10001, 5540
10001, 5620
10001, 6660
10001, 6660
10001, 6123
10001, 6840
10001, 6870
10001, 6780
10001, 6281
10001, 5940
10001, 7582
10001, 6503
10001, 5540
10001, 7670
10001, 5680
10001, 10160
10001, 7214
10001, 7010
10001, 7420
10001, 9340
10001, 7010
10001, 7296
10001, 6270
10001, 5891
10001, 6900
10001, 7660
10001, 7990
