201, 0
401, 0
601, 0
801, 0
1001, 10
1201, 20
1401, 10
1601, 20
1801, 20
2001, 20
2201, 30
2401, 40
2601, 60
2801, 50
3001, 60
3201, 70
3401, 80
3601, 80
3801, 130
4001, 110
4201, 120
4401, 130
4601, 190
4801, 210
5001, 170
5201, 180
5401, 200
5601, 210
5801, 230
6001, 310
6201, 330
6401, 290
6601, 300
6801, 320
7001, 410
7201, 380
7401, 380
7601, 400
7801, 500
8001, 530
8201, 480
8401, 530
8601, 520
8801, 540
9001, 580
9201, 680
9401, 630
9601, 660
9801, 780
10001, 720
